3.1818	-0.25253	-17.546
4.0909	0.75758	-30.521
-3.7879	1.9697	-27.331
4.1919	-1.8687	-29.831
1.3636	-2.8788	1.7279
-4.0909	2.4747	-31.104
-2.2727	3.3838	-5.1854
0.45455	1.4646	1.5763
4.596	1.7677	-38.546
4.697	-0.9596	-39.936
-3.4848	2.4747	-21.768
4.697	4.596	-34.576
4.596	1.0606	-39.006
-0.15152	-0.25253	0.90506
2.9798	4.1919	-9.5726
-3.5859	-3.3838	-23.075
-0.75758	-3.9899	5.6186
4.1919	-0.85859	-31.376
2.9798	-4.2929	-6.5317
4.596	2.6768	-37.365
1.5657	-0.55556	-2.8982
-4.697	0.65657	-45.004
3.4848	2.2727	-20.317
4.3939	-3.1818	-29.905
1.7677	2.1717	-2.9063
2.5758	0.85859	-10.925
2.4747	-3.7879	-3.259
-1.0606	-3.8889	3.9346
1.5657	-1.3636	-2.1352
-3.2828	-4.3939	-15.827
2.0707	-1.0606	-5.8495
-4.697	-3.2828	-42.637
-2.2727	1.0606	-9.7972
-4.596	1.0606	-42.627
-4.0909	1.8687	-32.393
3.2828	-4.4949	-9.2652
1.9697	-2.6768	-2.3278
-1.8687	0.9596	-6.3899
4.4949	1.6667	-36.833
-4.697	-0.65657	-45.594
-0.65657	1.9697	1.4514
-1.2626	5	7.7115
2.6768	-2.6768	-8.3557
2.9798	-3.2828	-9.9138
-3.1818	1.0606	-20.073
-0.15152	2.5758	3.5197
-0.55556	-1.4646	0.91094
1.4646	-1.7677	-1.0139
2.0707	0.9596	-6.3899
2.5758	-4.0909	-3.1514
-2.2727	-0.35354	-10.49
1.7677	1.2626	-3.9763
1.5657	-3.3838	2.0579
-3.3838	-3.2828	-20.327
-3.8889	3.3838	-25.363
-0.050505	0.65657	1.1323
4.596	-0.65657	-38.46
-1.6667	3.4848	-0.02011
0.85859	-3.1818	4.3414
-2.7778	-2.5758	-13.831
2.4747	1.7677	-9.2343
-2.4747	-1.4646	-11.961
0.050505	-2.1717	2.9611
1.9697	-0.35354	-5.6479
3.8889	0.25253	-27.38
4.596	-1.9697	-36.451
0.45455	-1.3636	1.6471
-3.6869	2.6768	-24.23
-3.5859	3.2828	-21.087
-2.4747	0.75758	-12.084
3.3838	-0.15152	-20.145
-2.4747	-2.5758	-10.418
3.0808	3.4848	-12.728
-2.5758	-3.2828	-10.026
4.2929	-2.6768	-29.643
-1.5657	2.3737	-2.1074
-3.0808	0.15152	-19.47
-2.5758	4.1919	-5.5322
1.1616	-3.7879	5.1371
-0.35354	4.596	9.093
-1.5657	3.8889	1.8951
3.2828	-0.9596	-18.21
0.85859	-4.596	8.8906
0.45455	0.15152	0.81331
4.0909	4.4949	-24.273
-2.1717	-1.5657	-8.8468
2.5758	-4.3939	-2.0388
2.4747	2.1717	-8.7057
-1.2626	2.0707	-0.88459
0.65657	-2.2727	2.7269
-4.2929	0.15152	-37.934
-4.4949	-1.5657	-41.349
0.25253	0.9596	1.3236
2.7778	-3.0808	-8.3293
4.2929	0.25253	-33.8
-3.7879	3.6869	-22.83
0.65657	-1.6667	1.72
-0.35354	-0.15152	0.58011
-4.899	-3.2828	-46.682
-1.6667	-1.2626	-4.9364
-3.3838	-4.4949	-16.942
2.8788	1.2626	-13.886
-1.9697	3.0808	-3.4025
0.25253	-1.9697	2.6397
-3.3838	-1.0606	-23.48
0.9596	0.65657	-0.26555
-2.3737	-4.899	-2.921
1.4646	2.0707	-1.1876
1.8687	-3.2828	-0.059739
2.3737	5	-0.36926
-0.55556	0.55556	0.24815
-4.1919	-2.1717	-35.221
-2.7778	1.4646	-14.585
4.0909	-1.9697	-28.029
-3.4848	-4.3939	-18.751
3.1818	1.3636	-17.374
0.35354	-2.9798	4.6434
4.899	-0.55556	-44.144
-4.2929	2.2727	-35.009
-0.65657	2.4747	2.3723
-3.9899	0.35354	-32.65
4.596	-4.798	-27.438
-5	-0.45455	-51.636
2.6768	0.35354	-12.043
3.0808	2.1717	-15.268
3.5859	2.8788	-20.699
-4.1919	-1.6667	-35.795
-1.0606	-0.25253	-1.7763
-2.4747	1.5657	-11.149
2.8788	4.798	-6.4044
-0.75758	0.85859	-0.18389
3.9899	3.7879	-24.692
-3.2828	4.4949	-12.728
-2.3737	-4.798	-3.2908
-3.5859	-1.4646	-26.148
-3.6869	-0.75758	-28.064
3.5859	2.4747	-21.411
0.75758	-3.2828	4.8561
0.45455	-2.7778	4.0823
-3.5859	-2.0707	-25.496
3.4848	-3.9899	-13.708
1.1616	-1.7677	0.37267
-1.5657	0.9596	-4.186
0.050505	0.9596	1.3644
-1.0606	1.0606	-1.2388
-4.2929	-0.15152	-38.058
-2.6768	1.4646	-13.448
-3.7879	-3.4848	-25.983
-3.1818	-3.8889	-15.949
-2.6768	1.3636	-13.587
-0.85859	-3.9899	5.2013
-4.596	3.9899	-35.422
3.8889	3.9899	-22.566
4.3939	-4.697	-24.434
-0.15152	-1.6667	1.9975
-0.15152	-3.3838	5.4749
-1.6667	-2.5758	-3.1129
3.8889	0.9596	-27.327
-1.3636	-1.5657	-2.6025
-3.9899	4.4949	-23.048
2.6768	2.7778	-9.7045
-1.1616	-1.5657	-1.4496
-2.6768	2.7778	-10.894
-1.0606	2.3737	0.67806
-4.0909	-0.15152	-34.566
-3.7879	4.798	-18.66
4.2929	1.4646	-33.512
4.4949	-4.899	-25.262
0.65657	0.55556	0.542
-4.4949	3.7879	-34.291
-2.6768	-4.2929	-8.3601
-1.5657	2.1717	-2.5023
3.0808	2.0707	-15.407
-4.899	0.15152	-49.369
-4.596	-2.7778	-41.678
-3.3838	1.0606	-22.805
1.3636	2.6768	0.41029
2.1717	3.7879	-2.506
1.3636	1.2626	-1.5969
-0.55556	-2.1717	1.9143
0.35354	2.1717	2.6931
-2.0707	-4.0909	-2.6821
2.3737	-3.8889	-2.0321
-3.1818	0.45455	-20.621
1.7677	-0.85859	-3.9017
-3.1818	-4.899	-12.7
-1.3636	-3.3838	0.78556
1.1616	-1.0606	-0.52353
2.6768	0.55556	-12.028
-4.2929	4.596	-27.675
4.1919	-3.2828	-26.296
2.6768	-4.1919	-3.757
-0.25253	2.4747	3.2089
-0.75758	2.4747	2.0611
-0.65657	3.1818	4.0044
-1.9697	-4.697	0.24913
-0.050505	3.5859	6.0594
0.050505	-4.2929	8.4994
3.0808	-3.5859	-10.123
2.7778	4.0909	-7.5672
1.3636	-3.5859	3.6669
-1.2626	-4.0909	3.4397
2.9798	0.15152	-15.307
0.25253	-2.9798	4.6852
-1.5657	-1.4646	-4.0273
4.1919	4.798	-24.947
4.899	2.4747	-43.363
0.35354	3.7879	6.4563
1.0606	4.596	7.1503
0.75758	-0.25253	0.28063
-2.9798	-1.6667	-17.6
-2.0707	-0.15152	-8.6302
-0.35354	-4.0909	7.2047
-2.7778	0.55556	-15.554
3.2828	1.2626	-18.715
-3.0808	-4.4949	-12.736
-2.7778	-3.9899	-10.482
-3.3838	2.0707	-21.218
-2.7778	-2.2727	-14.341
-0.75758	1.1616	0.07788
-1.9697	-0.75758	-7.6488
4.0909	-2.0707	-27.822
-0.75758	-4.3939	6.9511
-3.1818	-4.3939	-14.426
3.8889	-0.35354	-27.108
4.596	2.7778	-37.194
-0.75758	3.9899	6.0636
-3.9899	3.5859	-26.331
-2.4747	-2.8788	-9.826
-1.0606	4.3939	6.3208
0.85859	-3.7879	6.0951
-2.4747	1.1616	-11.682
0.85859	3.8889	5.5927
5	-1.3636	-45.047
-2.8788	1.5657	-15.614
-3.8889	-0.35354	-31.272
-2.1717	4.697	0.23215
-1.8687	-3.7879	-1.8112
-0.85859	-0.9596	-0.5985
-0.050505	0.75758	1.1879
-4.1919	-1.5657	-35.885
4.798	1.8687	-42.179
2.8788	-3.3838	-8.5135
-4.798	3.5859	-40.648
4.0909	1.1616	-30.384
2.1717	-2.5758	-4.0821
-0.25253	1.5657	1.7349
0.65657	-0.75758	0.76059
-2.6768	-3.6869	-10.145
-0.55556	2.4747	2.6427
4.3939	4.0909	-30.602
0.35354	-1.9697	2.5877
